Price,Address_x,Address_y,Bedrooms,Baths,Area
550000.0,53.31673005,-6.295232049999996,3.0,2.0,108.0
550000.0,53.38143455,-6.246925099334277,3.0,2.0,175.0
250000.0,53.3768047,-6.268684463712985,2.0,1.0,52.0
345000.0,52.2040429,0.1042596519933706,3.0,3.0,110.0
325000.0,53.3334215,-6.2914261,2.0,1.0,73.0
605000.0,53.357088,-6.373371,4.0,4.0,130.0
245000.0,53.3868998,-6.3775408,2.0,1.0,60.0
900000.0,53.3667036,-6.25594049796138,4.0,3.0,174.0
620000.0,53.3527237,-6.284753657396455,5.0,2.0,145.0
1200000.0,53.32310543333333,-6.25828,4.0,1.0,165.0
390000.0,53.38548025,-6.24852055,3.0,2.0,111.0
375000.0,53.2988099,-6.2855388,2.0,2.0,66.0
2500000.0,53.3858337,-6.0651186,6.0,4.0,366.0
270000.0,52.9483549,-1.243318161953952,2.0,2.0,67.0
675000.0,53.2917611,-6.233523467811359,4.0,2.0,158.0
1750000.0,-43.4782707,172.5920719074373,6.0,8.0,230.0
450000.0,53.37046685,-6.2507389,2.0,1.0,94.0
485000.0,-43.4782707,172.5920719074373,3.0,2.0,121.0
349950.0,53.3394635,-6.3209233,3.0,1.0,81.0
395000.0,-26.0808328,28.1962283,2.0,2.0,75.0
825000.0,46.3144754,11.0480288,3.0,2.0,111.0
595000.0,53.3086291,-6.1966518,2.0,2.0,85.0
1400000.0,53.3099564,-6.2631069,3.0,3.0,170.0
550000.0,53.3909114,-6.1477733,4.0,1.0,132.0
795000.0,55.9528635,-3.1145573,2.0,2.0,123.0
275000.0,53.2889441,-6.3842703,3.0,1.0,82.0
695000.0,53.3640783,-6.2739369,4.0,2.0,126.0
470000.0,53.3123634,-6.312810139573179,3.0,1.0,98.0
845000.0,53.3018639,-6.1788342,2.0,2.0,130.0
555000.0,46.3144754,11.0480288,3.0,2.0,111.0
540000.0,52.3965418,-6.9454111,3.0,2.0,82.0
285000.0,53.383333,-6.416667,3.0,1.0,84.0
450000.0,40.4562165,-74.4432073,2.0,2.0,88.0
495000.0,53.3833942,-6.246446283018862,4.0,2.0,132.0
370000.0,53.3468773,-6.3457632,3.0,2.0,111.0
395000.0,53.3610883,-6.2713186,3.0,1.0,72.0
295000.0,41.5523285,-80.38160130108507,3.0,2.0,90.0
385000.0,53.3724634,-6.3352655,2.0,2.0,111.0
285000.0,51.522843,-0.1609526775798566,2.0,1.0,62.0
1450000.0,53.2922794,-6.1360079,5.0,5.0,250.0
465000.0,53.2511317,-6.183697673204383,2.0,2.0,118.0
345000.0,53.39490555,-6.228093555076312,3.0,2.0,111.0
450000.0,53.3410462,-6.3072776,2.0,2.0,70.0
550000.0,53.3398189,-6.2381879,2.0,2.0,74.0
1395000.0,48.8555764,2.2702166,5.0,3.0,254.0
4750000.0,53.266813,-6.1838379,5.0,4.0,414.0
430000.0,53.26713595,-6.170337799999994,3.0,1.0,84.0
950000.0,53.2888378,-6.198343,3.0,2.0,38.0
895000.0,53.3137922,-6.2523772,4.0,3.0,158.0
525000.0,53.3610883,-6.2713186,2.0,1.0,71.0
750000.0,-43.4782707,172.5920719074373,3.0,2.0,127.0
325000.0,53.37642235,-6.390999050716502,3.0,2.0,121.0
375000.0,53.4104332,-6.4404037,3.0,3.0,100.0
395000.0,39.8340699375,-84.8982674375,3.0,3.0,104.0
3000000.0,53.3291947,-6.2313316,5.0,4.0,341.0
590000.0,53.37796695,-6.357690775760451,3.0,3.0,108.0
350000.0,40.7156796,-74.0015966,2.0,1.0,62.0
750000.0,53.37421755,-6.358916746666051,4.0,3.0,132.0
325000.0,43.1429949,-80.272584,2.0,1.0,48.0
1095000.0,53.29542235,-6.294723965390171,5.0,4.0,227.0
675000.0,53.2988099,-6.2855388,3.0,2.0,124.0
300000.0,45.37635,-95.678651,1.0,1.0,111.0
325000.0,53.3313833,-6.3399741,2.0,2.0,71.0
1100000.0,53.2812377,-6.1231083,4.0,4.0,176.0
575000.0,53.2734057,-6.2505396,3.0,1.0,100.0
850000.0,53.2756245,-6.1032043,4.0,2.0,120.0
640000.0,53.24907245,-6.177839350216242,4.0,4.0,150.0
350000.0,53.3584282,-6.2416181,3.0,3.0,105.0
260000.0,53.4104332,-6.4404037,2.0,2.0,79.0
250000.0,53.4104332,-6.4404037,2.0,1.0,65.0
280000.0,22.42465205,114.22810878645944,1.0,1.0,33.0
315000.0,53.3971578,-6.2454723,3.0,2.0,117.0
795000.0,-43.4782707,172.5920719074373,5.0,1.0,163.0
575000.0,53.2756245,-6.1032043,2.0,1.0,80.0
489500.0,53.2927477,-6.2293398,2.0,2.0,87.0
3250000.0,48.509465,-101.8851618,5.0,6.0,372.0
295000.0,53.3576681,-6.240009003419805,3.0,1.0,78.0
335000.0,53.341944,-6.226389,2.0,1.0,72.0
545000.0,-43.4782707,172.5920719074373,4.0,2.0,170.0
1375000.0,53.3760261,-6.089497083150883,5.0,2.0,186.0
275000.0,53.4009603,-6.194032391656853,4.0,1.0,90.0
290000.0,53.3971578,-6.2454723,2.0,2.0,69.0
259000.0,53.32517125,-6.380009849999995,2.0,1.0,111.0
265000.0,42.6161361,21.4188683,2.0,1.0,54.0
1150000.0,53.3654115,-6.1951817,4.0,2.0,221.0
995000.0,55.9528635,-3.1145573,3.0,3.0,152.0
550000.0,53.2888378,-6.198343,3.0,2.0,98.0
595000.0,53.2978734,-6.304288,3.0,2.0,100.0
585000.0,6.7053776,-1.6203458,5.0,3.0,147.0
745000.0,53.3581437,-6.2879166,4.0,2.0,141.0
725000.0,53.3700615,-6.1956231,3.0,2.0,100.0
395000.0,51.551824,-0.2609411,4.0,1.0,89.0
265000.0,53.3275891,-6.4084417,3.0,2.0,102.0
465000.0,53.339619,-6.2394801,3.0,2.0,88.0
585000.0,53.2951418,-6.2967453,3.0,1.0,108.0
595000.0,51.2682777,-1.0891264,2.0,2.0,70.0
260000.0,53.4104332,-6.4404037,2.0,2.0,84.0
345000.0,53.3934759,-6.3711888,2.0,3.0,111.0
595000.0,53.3680988,-6.2554727,3.0,3.0,147.0
360000.0,53.341944,-6.226389,1.0,1.0,51.0
350000.0,53.2723002,-6.3369107,2.0,1.0,111.0
500000.0,53.42942565,-6.381511008420874,4.0,3.0,195.0
220000.0,53.3729581,-6.3624744,1.0,1.0,44.0
750000.0,53.3018639,-6.1788342,3.0,2.0,110.0
775000.0,53.2869263,-6.1835144,4.0,2.0,134.0
290000.0,53.341944,-6.226389,1.0,1.0,46.0
950000.0,53.2988099,-6.2855388,4.0,2.0,192.0
245000.0,53.380004,-6.3979347,2.0,2.0,62.0
495000.0,53.283554,-6.126394150000002,2.0,2.0,69.0
260000.0,53.3118481,-6.2744692,1.0,1.0,46.0
780000.0,53.3800808,-6.177625,4.0,3.0,182.0
549000.0,53.4085711,-6.1767129,5.0,4.0,174.0
395000.0,46.9455428,7.4367477,2.0,2.0,68.0
1250000.0,48.509465,-101.8851618,3.0,4.0,170.0
295000.0,53.3576315,-6.240057299999992,3.0,1.0,78.0
375000.0,53.4104332,-6.4404037,3.0,3.0,111.0
1695000.0,53.3268527,-6.2573033,3.0,2.0,228.0
635000.0,40.4562165,-74.4432073,2.0,2.0,104.0
525000.0,53.32799985,-6.220962401377369,2.0,1.0,62.0
425000.0,53.341944,-6.226389,2.0,1.0,57.0
275000.0,53.3410462,-6.3072776,2.0,1.0,59.0
285000.0,53.2944354,-6.4279758,3.0,2.0,111.0
295000.0,-43.4782707,172.5920719074373,3.0,2.0,4.0
695000.0,53.3263097,-6.2780042,3.0,2.0,106.0
950000.0,53.3680988,-6.2554727,4.0,4.0,250.0
305000.0,53.350961,-6.23531433168335,2.0,1.0,56.0
1250000.0,53.2906802,-6.2376422,4.0,2.0,175.0
275000.0,52.2040429,0.1042596519933706,2.0,2.0,82.0
320000.0,53.3858337,-6.0651186,1.0,1.0,55.0
595000.0,53.298726900000005,-6.252749868092909,3.0,1.0,90.0
3975000.0,53.3118481,-6.2744692,5.0,4.0,341.0
325000.0,53.326804,-6.2441586,1.0,1.0,42.0
350000.0,53.3630813,-6.249984671919432,2.0,1.0,63.0
395000.0,53.3410462,-6.3072776,2.0,1.0,73.0
450000.0,53.3515118,-6.2830446,2.0,2.0,95.0
395000.0,53.398817300000005,-6.240011972494011,4.0,3.0,111.0
295000.0,53.2988099,-6.2855388,1.0,1.0,46.0
1175000.0,53.2756245,-6.1032043,4.0,3.0,195.0
6900000.0,53.2756245,-6.1032043,5.0,5.0,655.0
1190000.0,53.3018639,-6.1788342,3.0,2.0,120.0
255000.0,53.4104332,-6.4404037,2.0,1.0,75.0
425000.0,53.341944,-6.226389,2.0,2.0,66.0
470000.0,48.8555764,2.2702166,2.0,1.0,111.0
695000.0,53.2812377,-6.1231083,4.0,2.0,126.0
395000.0,51.5181074,-0.1123604,2.0,2.0,76.0
575000.0,53.2705921,-6.3284704,4.0,3.0,146.0
295000.0,29.3498545,-81.0699819,2.0,1.0,65.0
450000.0,46.9455428,7.4367477,2.0,2.0,74.0
740000.0,46.3144754,11.0480288,3.0,2.0,111.0
235000.0,53.389167,-6.296944,2.0,1.0,71.0
269000.0,53.3219624,-6.3942689,3.0,2.0,111.0
1250000.0,53.2553845,-6.11304,2.0,3.0,243.0
425000.0,53.3549985,-6.2307946,3.0,1.0,94.0
535000.0,40.4562165,-74.4432073,3.0,2.0,96.0
222500.0,53.389167,-6.296944,2.0,2.0,111.0
179950.0,53.4124532,-6.210960816843228,2.0,1.0,111.0
299000.0,53.2646737,-6.3713819,2.0,1.0,111.0
230000.0,34.1064001,-117.3703235,1.0,1.0,39.0
445000.0,53.3515118,-6.2830446,2.0,1.0,80.0
350000.0,53.2612843,-6.1505691,2.0,2.0,77.0
170000.0,53.3893213,-6.200352,2.0,2.0,85.0
265000.0,35.5085531,-78.33936,2.0,1.0,56.0
470000.0,53.272364,-6.3563825,3.0,3.0,133.0
1200000.0,48.8555764,2.2702166,3.0,2.0,185.0
550000.0,45.4258616,-75.4310808,3.0,2.0,118.0
305000.0,53.3941265,-6.2041566,4.0,1.0,80.0
650000.0,51.8483695,-8.3333967,2.0,2.0,104.0
395000.0,53.2612843,-6.1505691,2.0,2.0,79.0
385000.0,53.3566914,-6.2409766,2.0,1.0,99.0
395000.0,53.2978033,-6.2810531,2.0,1.0,111.0
375000.0,53.4050028,-2.9922097,3.0,1.0,111.0
170000.0,53.3469353,-6.2832015,1.0,1.0,111.0
200000.0,53.3473422,-6.285267,2.0,1.0,111.0
360000.0,53.3510298,-6.240045523006135,2.0,2.0,111.0
745000.0,55.8605229,-4.0216087,3.0,1.0,109.0
1475000.0,53.2553845,-6.11304,3.0,3.0,242.0
320000.0,51.6781517,-3.1404356,2.0,1.0,111.0
380000.0,53.3394635,-6.3209233,3.0,1.0,111.0
895000.0,53.32799985,-6.220962401377369,3.0,3.0,145.0
2250000.0,53.3008201,-6.189457590991218,5.0,4.0,278.0
595000.0,53.3676927,-6.2554355,4.0,2.0,173.0
355000.0,53.3199312,-6.3897228,3.0,1.0,95.0
325000.0,-43.4782707,172.5920719074373,2.0,2.0,64.0
195000.0,53.2878314,-6.3622774,2.0,2.0,79.0
215000.0,53.2705921,-6.3284704,1.0,1.0,59.0
365000.0,53.3871362,-6.245242807997613,2.0,1.0,61.0
315000.0,53.3219624,-6.3942689,3.0,2.0,111.0
300000.0,53.321495,-6.3820845,3.0,3.0,111.0
270000.0,53.28642095,-6.35458635,3.0,1.0,75.0
385000.0,53.3566914,-6.2409766,2.0,1.0,99.0
209000.0,48.8555764,2.2702166,3.0,1.0,111.0
560000.0,40.4562165,-74.4432073,2.0,2.0,90.0
295000.0,53.4104332,-6.4404037,2.0,3.0,72.0
424950.0,34.1064001,-117.3703235,3.0,1.0,111.0
795000.0,53.2838787,-6.3181903,4.0,3.0,111.0
395000.0,53.3410462,-6.3072776,2.0,1.0,62.0
595000.0,53.3801975,-6.1751462,3.0,2.0,107.0
595000.0,53.2803357,-6.2483876,3.0,1.0,92.0
625000.0,53.2884307,-6.126215011607295,3.0,2.0,111.0
895000.0,53.2975984,-6.1938277,3.0,2.0,110.0
185000.0,54.9957499,-7.3322608,1.0,1.0,111.0
475000.0,53.2838787,-6.3181903,2.0,2.0,116.0
495000.0,53.3303497,-6.3410163,4.0,2.0,103.0
289000.0,53.39711775,-6.2216686,3.0,1.0,74.0
230000.0,54.9812653,-1.5978002,2.0,1.0,111.0
190000.0,53.4050212,-6.2904717,1.0,2.0,111.0
995000.0,53.3086585,-6.2006672856502245,4.0,2.0,143.0
230000.0,53.4026057,-6.2949614,3.0,2.0,111.0
305000.0,53.3893213,-6.200352,4.0,1.0,80.0
625000.0,53.27109765,-6.24772065,3.0,3.0,123.0
395000.0,42.6161361,21.4188683,3.0,2.0,116.0
250000.0,53.3423203,-6.3488839,3.0,1.0,80.0
875000.0,53.2878805,-6.1455132,4.0,2.0,198.0
325000.0,52.67959755,-7.066966131501799,2.0,2.0,78.0
1050000.0,53.3018639,-6.1788342,4.0,3.0,175.0
1700000.0,53.3691089,-6.354688338855736,4.0,3.0,207.0
395000.0,53.3589178,-6.3773456,4.0,3.0,110.0
250000.0,53.3566485,-6.269471,2.0,1.0,111.0
215000.0,53.3858698,-6.1854911,3.0,1.0,111.0
645000.0,53.31317945,-6.280548069577728,3.0,2.0,117.0
310000.0,33.63966845,-79.01633061015295,2.0,1.0,64.0
295000.0,53.3326837,-6.3346134,3.0,1.0,109.0
375000.0,53.341944,-6.226389,2.0,1.0,52.0
475000.0,53.383333,-6.416667,4.0,3.0,153.0
289000.0,53.3175665,-6.4121006,3.0,1.0,111.0
330000.0,55.8605229,-4.0216087,3.0,2.0,72.0
725000.0,53.2581137,-6.215902860364919,4.0,3.0,168.0
250000.0,53.3394635,-6.3209233,2.0,1.0,55.0
340000.0,53.3948967,-6.3022617,3.0,1.0,97.0
545000.0,53.2922794,-6.1360079,3.0,2.0,111.0
220000.0,53.2878314,-6.3622774,2.0,2.0,111.0
275000.0,53.3426693,-6.3590839,2.0,2.0,87.0
1700000.0,53.37516925,-6.0562387,5.0,5.0,312.0
295000.0,53.308515071428566,-6.2849781857142855,2.0,1.0,42.0
750000.0,53.36159345,-6.291234627669833,4.0,3.0,150.0
675000.0,-26.0808328,28.1962283,2.0,1.0,105.0
900000.0,53.3118481,-6.2744692,2.0,3.0,111.0
750000.0,53.28833285,-6.22106662216963,3.0,2.0,150.0
395000.0,53.3926,-6.160596549999999,3.0,2.0,143.0
325000.0,51.8750216,-8.3413808,2.0,1.0,111.0
300000.0,53.3730185,-6.3309672,2.0,1.0,52.0
220000.0,54.8743698,-6.47077844189967,2.0,1.0,111.0
250000.0,53.42008955,-6.3917177085990895,2.0,2.0,111.0
525000.0,54.9812653,-1.5978002,3.0,1.0,80.0
515000.0,53.2855266,-6.126284200000001,2.0,1.0,63.0
290000.0,51.551824,-0.2609411,3.0,1.0,112.0
225000.0,53.4047016,-6.183472759003999,2.0,2.0,111.0
285000.0,41.5523285,-80.38160130108507,3.0,1.0,110.0
449000.0,53.4007619,-6.236899064511563,4.0,3.0,111.0
325000.0,53.3018639,-6.1788342,1.0,1.0,50.0
275000.0,53.2826637,-6.349319400000001,3.0,1.0,80.0
1500000.0,53.2855387,-6.2766446,4.0,3.0,208.0
795000.0,53.29189145,-6.19049605,4.0,2.0,144.0
450000.0,45.4258616,-75.4310808,3.0,1.0,102.0
695000.0,53.3086291,-6.1966518,3.0,2.0,128.0
395000.0,53.2891457,-6.2433756,2.0,2.0,62.0
495000.0,53.3773852,-6.3981233,3.0,3.0,138.0
375000.0,53.3410462,-6.3072776,2.0,1.0,91.0
995000.0,53.3055697,-6.2368608,3.0,3.0,170.0
595000.0,42.6161361,21.4188683,3.0,1.0,102.0
525000.0,53.3801975,-6.1751462,3.0,2.0,115.0
395000.0,40.133153,-75.9646642,2.0,1.0,62.0
325000.0,53.3469353,-6.2832015,2.0,1.0,51.0
335000.0,53.3777865,-6.3271895,2.0,2.0,86.0
300000.0,53.3421974,-6.2738001,2.0,1.0,59.0
260000.0,53.3967305,-6.376021,3.0,1.0,81.0
199000.0,53.36006185,-6.241689373736177,1.0,1.0,35.0
500000.0,53.3729581,-6.3624744,4.0,2.0,107.0
545000.0,53.2812576,-6.3213829,3.0,3.0,115.0
895000.0,-26.0808328,28.1962283,5.0,4.0,177.0
795000.0,53.2880936,-6.1795401,4.0,3.0,125.0
285000.0,45.37635,-95.678651,1.0,1.0,32.0
295000.0,46.9455428,7.4367477,1.0,1.0,42.0
385000.0,53.3958303,-6.1285497,3.0,2.0,135.0
850000.0,53.32437475,-6.2434083812999805,3.0,1.0,109.0
235000.0,51.1156125,0.6459125,1.0,1.0,111.0
325000.0,53.37059775,-6.298287269538122,2.0,1.0,60.0
395000.0,53.32799985,-6.220962401377369,1.0,1.0,74.0
420000.0,-43.4782707,172.5920719074373,3.0,1.0,87.0
250000.0,53.3303497,-6.3410163,3.0,2.0,90.0
424950.0,53.2922794,-6.1360079,2.0,2.0,70.0
389000.0,53.3219624,-6.3942689,3.0,1.0,104.0
495000.0,53.3587509,-6.1938702,2.0,1.0,74.0
525000.0,53.3073281,-6.3192687,3.0,2.0,130.0
575000.0,53.2988099,-6.2855388,3.0,3.0,101.0
645000.0,53.2891457,-6.2433756,3.0,3.0,129.0
1300000.0,53.3220123,-6.238784,5.0,3.0,180.0
324950.0,53.3610883,-6.2713186,2.0,1.0,111.0
390000.0,40.4562165,-74.4432073,2.0,1.0,65.0
325000.0,53.3958303,-6.1285497,3.0,2.0,104.0
300000.0,53.3213128,-6.314390506565603,2.0,2.0,111.0
190000.0,25.7824746,-80.1906637,2.0,2.0,62.0
215000.0,53.2878314,-6.3622774,2.0,1.0,68.0
575000.0,53.36979125,-6.383258493867082,3.0,3.0,113.0
590000.0,45.4258616,-75.4310808,3.0,3.0,111.0
279000.0,46.9455428,7.4367477,1.0,1.0,40.0
250000.0,53.33521795,-6.287851051522152,1.0,1.0,42.0
259000.0,53.4085711,-6.1767129,2.0,1.0,69.0
470000.0,54.9812653,-1.5978002,2.0,3.0,85.0
800000.0,53.3086291,-6.1966518,4.0,3.0,161.0
200000.0,53.3263097,-6.2780042,3.0,2.0,111.0
750000.0,53.2988099,-6.2855388,3.0,2.0,118.0
420000.0,53.32799985,-6.220962401377369,2.0,2.0,111.0
520000.0,53.3729581,-6.3624744,2.0,2.0,94.0
275000.0,53.3265199,-6.2648571,1.0,1.0,36.0
525000.0,42.6161361,21.4188683,3.0,1.0,105.0
289950.0,53.3202292,-6.4101763,3.0,1.0,74.0
345000.0,53.3394635,-6.3209233,3.0,1.0,80.0
1500000.0,53.2553845,-6.11304,4.0,2.0,180.0
225000.0,53.389167,-6.296944,2.0,1.0,65.0
525000.0,54.4386652,-6.3570789,3.0,1.0,128.0
230000.0,53.3753962,-6.383297153927415,1.0,1.0,49.0
795000.0,53.3086291,-6.1966518,4.0,3.0,137.0
295000.0,53.3948616,-6.2651936,4.0,3.0,100.0
235000.0,53.42008955,-6.3917177085990895,2.0,3.0,81.0
495000.0,53.2484203,-6.1792455,3.0,3.0,111.0
175000.0,52.67959755,-7.066966131501799,3.0,2.0,8.0
280000.0,53.2705921,-6.3284704,2.0,2.0,111.0
550000.0,53.28485595,-6.1970595500000005,3.0,2.0,111.0
280000.0,53.3468773,-6.3457632,2.0,2.0,60.0
825000.0,53.3739177,-6.254951322014698,4.0,2.0,145.0
235000.0,53.3118481,-6.2744692,1.0,1.0,35.0
310000.0,53.3729581,-6.3624744,3.0,2.0,111.0
525000.0,53.290579,-6.2865936,3.0,1.0,70.0
245000.0,53.3434829,-6.3388425,2.0,1.0,66.0
595000.0,42.6161361,21.4188683,3.0,1.0,102.0
300000.0,42.548466,-82.874217,2.0,1.0,56.0
295000.0,53.31746615,-6.307323649999999,3.0,2.0,111.0
235000.0,25.7824746,-80.1906637,2.0,2.0,91.0
725000.0,53.3680988,-6.2554727,6.0,3.0,170.0
475000.0,53.3661802,-6.28385295079634,3.0,2.0,98.0
470000.0,53.2988099,-6.2855388,2.0,2.0,85.0
560000.0,53.2988099,-6.2855388,3.0,2.0,115.0
575000.0,48.509465,-101.8851618,1.0,1.0,86.0
495000.0,53.30500895,-6.1875295827894,2.0,1.0,61.0
275000.0,-27.4791091,152.9515407,1.0,1.0,48.0
395000.0,53.30389435,-6.201980148107156,2.0,1.0,58.0
1300000.0,53.3291947,-6.2313316,3.0,3.0,184.0
1250000.0,53.2756245,-6.1032043,4.0,4.0,193.0
575000.0,53.3682066,-6.3188858,5.0,2.0,158.0
159500.0,53.3219624,-6.3942689,1.0,1.0,111.0
575000.0,53.3291947,-6.2313316,2.0,1.0,59.0
620000.0,53.3328052,-6.23912719737058,3.0,3.0,93.0
205000.0,53.3524576,-6.267843515577479,1.0,1.0,41.0
280000.0,53.3647436,-6.2830075,2.0,1.0,61.0
280000.0,53.2705921,-6.3284704,2.0,1.0,63.0
685000.0,53.3813495,-6.068222924306561,3.0,2.0,128.0
500000.0,53.2922794,-6.1360079,3.0,2.0,9.0
295000.0,53.5943456,-2.5871991,2.0,1.0,57.0
375000.0,53.3764404,-6.37132710683112,3.0,1.0,104.0
255000.0,53.3255602,-6.300137,3.0,1.0,74.0
235000.0,53.3434829,-6.3388425,2.0,1.0,62.0
395000.0,53.3801975,-6.1751462,3.0,1.0,76.0
1200000.0,53.3291706,-6.2674353,9.0,2.0,204.0
495000.0,53.364469150000005,-6.158023972147726,3.0,1.0,108.0
250000.0,53.3971578,-6.2454723,2.0,2.0,68.0
265000.0,53.3233471,-6.4216364,3.0,1.0,73.0
300000.0,53.2838787,-6.3181903,2.0,2.0,111.0
875000.0,52.9134728,-1.5269513,2.0,2.0,110.0
925000.0,52.4961269,-3.3505075,4.0,3.0,169.0
490000.0,48.8555764,2.2702166,2.0,1.0,82.0
325000.0,53.3893213,-6.200352,3.0,1.0,85.0
324950.0,53.3174485,-6.3335771,3.0,1.0,111.0
425000.0,53.3493004,-6.2318653,2.0,2.0,90.0
